单词,视觉,明亮度,黑暗度,颜色,图案,大,小,快,慢,复杂度,脸,身体,触摸,热,冷,轻,重,疼痛,响亮,声音,音乐,味觉,嗅觉,头,上肢,下肢,实践,地标,路径,场景,近距离,朝向,远离,数字,持续时间,长,短,造成,后果性,人类,沟通,自我,认知,益处,快乐,悲伤,生气,厌恶,害怕,惊讶,驱动力,需要,注意力,唤醒
疾病,3.833333333,1.733333333,3.166666667,2.366666667,1.566666667,1.9,2.733333333,1.8,4.433333333,2.766666667,1.3,1.533333333,1.1,1.233333333,1.8,1.533333333,1.433333333,5.666666667,1.633333333,1.466666667,1,1.366666667,1.3,1.733333333,1.3,1.433333333,2.6,1.1,1.2,2.066666667,2.1,2.3,1.933333333,1.1,1.866666667,3,3.166666667,5.133333333,6.1,2.866666667,2.533333333,2.666666667,2.033333333,1.066666667,1.066666667,6.4,4.6,6.133333333,5.5,3.866666667,4,1.166666667,4.033333333,3.966666667
计划,3.333333333,2.466666667,2.133333333,1.733333333,1.566666667,1.633333333,3.133333333,1.466666667,4.433333333,2.2,1.3,1.266666667,1.033333333,1.2,1.4,2.066666667,1.266666667,1.166666667,1.633333333,1.266666667,1.033333333,1.033333333,1.066666667,1.533333333,1.766666667,1.266666667,3.533333333,1.166666667,1.566666667,1.733333333,2.533333333,1.7,1.4,1.4,2.966666667,2.566666667,3.366666667,4.866666667,5.433333333,5.966666667,3.533333333,2.266666667,5.6,4.1,2.833333333,1.433333333,1.7,1.266666667,1.333333333,2.133333333,5.866666667,3.933333333,2.7,2.566666667
记录,5.9,1.8,2.066666667,1.866666667,1.933333333,2.133333333,3.566666667,1.866666667,3.166666667,0,1.366666667,2.833333333,2.433333333,1.3,1.433333333,3,1.466666667,1.233333333,1.4,1.5,1.1,1.033333333,1.233333333,1.1,4.3,1.1,3.833333333,2.466666667,1.5,2.1,4.166666667,2.8,1.3,1.5,2.066666667,2.366666667,4.166666667,2.833333333,3.3,5.233333333,4.666666667,4.4,3,3.366666667,2.6,1.333333333,1.2,1.233333333,1.166666667,1.5,2.833333333,3.033333333,2.433333333,1.666666667
记帐,5.933333333,1.866666667,2.166666667,1.466666667,1.933333333,2.2,4,1.933333333,3.4,0,1.433333333,2.533333333,2.4,1.366666667,1.366666667,2.866666667,1.466666667,1.233333333,1.3,1.366666667,1,1.166666667,1.133333333,1.233333333,4,1,3.7,2.033333333,1.333333333,2.8,4.533333333,3.033333333,1.433333333,1.733333333,2.433333333,2.133333333,4.4,2.933333333,3.433333333,5.5,3.7,3.7,3.333333333,3.4,2.2,1.466666667,1.466666667,1.466666667,1.166666667,1.433333333,3.433333333,2.3,2.5,1.633333333
记者,6.333333333,3.166666667,1.933333333,2.166666667,2.2,2.866666667,2.9,3.2,3.266666667,3.933333333,6.966666667,6.966666667,2.033333333,3.766666667,1.533333333,2.066666667,3.7,1.266666667,3.666666667,4.1,2.533333333,1.3,1.433333333,2.633333333,2.466666667,3.066666667,2.1,1.733333333,2.066666667,3.066666667,1.966666667,2.433333333,1.933333333,1.833333333,1.333333333,3.666666667,2.8,4.166666667,3.8,5.3,4.433333333,3.6,3.433333333,3.566666667,1.966666667,1.533333333,2.633333333,1.733333333,1.6,1.933333333,2,2.266666667,2.5,1.833333333
假装,3.933333333,1.5,2.533333333,1.833333333,2.033333333,2.2,2.966666667,1.7,3.566666667,0,2.4,1.9,1.4,1.3,1.7,1.833333333,1.633333333,1.266666667,1.5,1.466666667,1,1.066666667,1.033333333,2,1.4,1.366666667,3,1.7,1.266666667,1.333333333,2.4,1.466666667,1.3,1.033333333,1.166666667,2.3,4.6,3.6,3.833333333,4.766666667,2.866666667,2.2,4.566666667,1.7,1.433333333,2.366666667,3.233333333,3.566666667,1.966666667,2.366666667,3.366666667,1.9,2.1,2.133333333
驾驶,6.466666667,2.266666667,2.066666667,1.666666667,2.033333333,3.6,2.866666667,4,2.5,0,1.7,4.8,3.8,1.766666667,1.6,1.933333333,3.7,1.533333333,2.966666667,3.233333333,1.6,1.033333333,1.2,1.566666667,5.166666667,4.833333333,4.2,6.433333333,6,4.766666667,5.466666667,3.6,2.533333333,2.866666667,2.966666667,2.533333333,4.133333333,3.9,3.266666667,5.666666667,2.366666667,3.633333333,3.333333333,2.966666667,2.733333333,1.3,1.366666667,1.266666667,1.733333333,1.566666667,3.066666667,3.233333333,2.833333333,2.033333333
驾驶员,6.6,2.866666667,2.233333333,2.6,2.266666667,2.966666667,3.033333333,3.7,3.366666667,3.9,6.733333333,7,2.166666667,3.7,1.5,2.1,3.666666667,1.366666667,3.133333333,3.1,2.466666667,1.4,1.4,1.633333333,4.566666667,4.366666667,3.166666667,1.5,2.7,3.9,2.833333333,2.433333333,2.366666667,2.333333333,1.666666667,2.833333333,3.033333333,4.7,3.333333333,4.7,2.3,3.866666667,3.133333333,3.333333333,2.233333333,1.4,1.7,1.233333333,1.233333333,1.4,1.4,2.733333333,1.733333333,1.5
尖,4.9,3.7,2.066666667,2.633333333,2.6,1.3,5.566666667,1.233333333,4.733333333,1.666666667,1.033333333,1.133333333,5.066666667,1.233333333,2.766666667,3.266666667,1.233333333,3.933333333,2.066666667,1.633333333,1.3,1.033333333,1,1.233333333,1.3,1.033333333,2.533333333,1.133333333,1.266666667,1.5,2.3,1.433333333,1.733333333,1.466666667,1,2.233333333,3.7,2.633333333,3.233333333,1.566666667,1.333333333,1.366666667,1.166666667,1.466666667,1.6,1.566666667,1.5,1.6,2.433333333,2.133333333,1.433333333,1.533333333,3.466666667,1.9
坚定,3,2.266666667,1.6,2.066666667,2,2.633333333,2.3,1.733333333,3.033333333,0,2.833333333,2.466666667,1.1,1.466666667,1.333333333,1.466666667,1.833333333,1.266666667,1.533333333,3.3,2.533333333,1,1.1,4.266666667,1.6,2.1,0,1,1.366666667,1.2,1.266666667,1.6,1.2,1.033333333,1.833333333,2.2,2.333333333,0,4.233333333,4.566666667,4.1,5.333333333,5.533333333,5.066666667,3.866666667,1.4,1.333333333,1.166666667,1.233333333,1.4,5.133333333,4.4,3.266666667,2.166666667
艰苦,3.266666667,1.466666667,3.166666667,2.1,1.733333333,2.166666667,2.4,1.533333333,3.833333333,0,1.466666667,1.666666667,1.4,1.3,1.966666667,1.466666667,1.8,3.466666667,1.466666667,1.666666667,1.366666667,1.133333333,1.066666667,1.433333333,1.1,1.2,0,1.566666667,1.266666667,3.333333333,1.033333333,1.3,1.166666667,1.033333333,1.366666667,1.933333333,2.666666667,0,4.466666667,3.8,1.866666667,2.9,2.2,2.233333333,1.7,4.066666667,2.6,2.933333333,2.3,2,3.733333333,2.066666667,3.166666667,2.666666667
监督,4.933333333,1.733333333,2.033333333,1.5,1.733333333,2.866666667,2.6,1.633333333,3.433333333,0,2.066666667,2.3,1.6,1.333333333,1.533333333,1.933333333,1.733333333,1.266666667,2.033333333,1.4,1.066666667,1.033333333,1.1,1.9,1.366666667,1.433333333,2.633333333,2.333333333,1.6,1.833333333,3.066666667,1.933333333,1.533333333,1.2,2.1,3.3,3.833333333,4.1,4.066666667,5.866666667,3.8,3.8,3.4,4.166666667,2.233333333,1.5,1.966666667,1.9,1.833333333,1.566666667,4.2,2.1,3.2,1.966666667
监狱,6.166666667,2.133333333,5.066666667,4.3,3.233333333,4.766666667,1.8,1.166666667,6.766666667,4.966666667,1.933333333,1.366666667,2.333333333,1.233333333,3.5,1.233333333,5.766666667,3.233333333,3.266666667,2.766666667,1.766666667,1.633333333,1.7,1.5,1.5,1.633333333,1.466666667,5.966666667,1.333333333,5.733333333,1.466666667,1.333333333,1.433333333,1.466666667,1.8,4.533333333,1.9,5.066666667,3.8,5.133333333,2.6,1.733333333,1.833333333,1.933333333,1.066666667,4.733333333,3.366666667,4.8,4.6,2.633333333,1.6,1.733333333,3.6,2.766666667
简单,4,2.166666667,1.766666667,2.266666667,2.966666667,1.666666667,3.4,1.8,2.733333333,0,1.866666667,1.9,1.666666667,1.233333333,1.466666667,2.866666667,1.233333333,1.133333333,1.1,2.2,2.666666667,2.4,2.166666667,2.433333333,1.633333333,2.066666667,0,1.233333333,1.766666667,1.966666667,1.633333333,1.266666667,1.133333333,1.3,1.166666667,1.266666667,4.166666667,0,2.8,2.9,3.433333333,3.133333333,2.9,3.7,3.366666667,1.266666667,1.333333333,1.333333333,1.166666667,1.3,2.266666667,3.4,2,1.5
简短,4.1,2,1.9,1.7,2.166666667,1.566666667,4.333333333,2,2.433333333,0,1.4,1.4,1.433333333,1.2,1.366666667,2.733333333,1.266666667,1.233333333,1.166666667,2.766666667,2.533333333,1,1.1,1.2,1.466666667,1.3,0,1.1,1.6,1.1,1.9,1.133333333,1.166666667,1.466666667,2.533333333,1.2,6.566666667,0,2.7,2.966666667,4.133333333,2.3,2,3.3,2.8,1.366666667,1.3,1.366666667,1.233333333,1.333333333,1.6,2.7,2.2,1.5
建筑,6.5,3.266666667,2.533333333,3.033333333,2.866666667,4.733333333,1.8,1.166666667,6.833333333,5.733333333,1.433333333,1.233333333,2.8,1.433333333,2.966666667,1.266666667,5.966666667,1.533333333,2.233333333,1.9,1.366666667,1.3,1.4,1.233333333,2.4,1.966666667,4.133333333,5.333333333,1.433333333,3.533333333,3.8,1.466666667,1.666666667,1.4,1.5,5.166666667,1.866666667,3.933333333,2.466666667,3.566666667,2.133333333,1.366666667,1.933333333,3.266666667,2.8,1.366666667,1.333333333,1.4,1.633333333,1.866666667,1.633333333,3.733333333,2.866666667,2
健康,4.166666667,2.833333333,1.5,2.8,2.133333333,2.566666667,2.333333333,1.7,2.733333333,0,3.566666667,4.366666667,1.733333333,1.866666667,1.4,1.566666667,1.666666667,1.1,1.3,2.1,1.466666667,2.3,2.3,2.1,2.366666667,2.4,0,1.033333333,1,1.366666667,1.5,1.3,1.033333333,1.466666667,1.466666667,1.966666667,2.5,0,3.133333333,4.1,2.333333333,4.633333333,2.833333333,5.9,5.266666667,1.133333333,1.133333333,1.2,1.1,1.333333333,2.533333333,6.233333333,2.733333333,1.6
讲话,5.4,1.866666667,2.033333333,1.766666667,1.8,2.233333333,3.9,2.433333333,2.533333333,0,5.166666667,4.166666667,1.433333333,1.533333333,1.3,2.133333333,1.366666667,1.333333333,3.9,4.133333333,2.066666667,1.133333333,1.1,5.866666667,1.433333333,1.2,6,2.266666667,1.5,2.066666667,3.833333333,1.966666667,1.833333333,1.466666667,2.566666667,1.8,5.066666667,3.033333333,3.033333333,5.4,6.566666667,5.2,3.6,2.933333333,2.733333333,1.366666667,1.566666667,1.5,1.3,1.5,2.766666667,5.633333333,3.6,2.6
讲课,6.033333333,2.233333333,1.933333333,1.7,1.666666667,3.1,2.8,2.1,3.366666667,0,4.5,4.4,1.966666667,1.6,1.266666667,1.966666667,1.8,1.233333333,3.7,4.5,2.1,1.133333333,1.2,5,2.7,2.433333333,3.166666667,2.866666667,2.366666667,5.6,3.633333333,2.533333333,1.9,1.833333333,5.233333333,2.733333333,4.166666667,3.8,3.4,6.033333333,6.166666667,3.6,4.2,4.566666667,3.133333333,1.333333333,1.3,1.3,1.333333333,1.333333333,3.833333333,2.366666667,3.9,2.166666667
交叉,4.733333333,1.566666667,2.166666667,1.866666667,2.566666667,2.366666667,3.5,2.1,2.766666667,0,1.366666667,2,1.933333333,1.433333333,1.466666667,2,1.533333333,1.4,1.4,1.233333333,1.166666667,1.033333333,1.033333333,1.1,1.733333333,1.6,2.466666667,1.666666667,1.6,1.666666667,2.833333333,1.933333333,1.6,2.7,1.3,1.766666667,5.166666667,3.4,2.8,2.9,1.633333333,1.933333333,1.266666667,1.8,1.633333333,1.333333333,1.3,1.3,1.166666667,1.3,1.566666667,1.5,1.8,1.333333333
胶,6.233333333,3.3,1.9,4.066666667,2.7,1.4,5,1.4,6.233333333,1.766666667,1.1,1.2,3.966666667,1.566666667,2,4.9,1.633333333,1.6,1.3,1.466666667,1.066666667,2.7,3.333333333,1.233333333,2.033333333,1.1,3.9,1.266666667,1.066666667,2.333333333,2.833333333,2.333333333,2.333333333,1.2,1.333333333,2.766666667,3.266666667,3.7,3.266666667,2.8,1.3,1.066666667,1.166666667,2.9,1.533333333,1.333333333,1.333333333,1.533333333,1.366666667,1.2,1.2,2.466666667,1.5,1.266666667
胶片,6.2,2.7,4.166666667,5.166666667,3.9,1.766666667,5.333333333,1.366666667,6.333333333,2.566666667,1.5,1.3,3.5,1.5,2.566666667,5.366666667,1.633333333,1.5,1.866666667,1.933333333,2.366666667,2.1,2.166666667,1.266666667,2.2,1,2.933333333,1.466666667,1.166666667,3.266666667,2.3,2.3,2.033333333,1.133333333,2,2.733333333,2.733333333,4.033333333,2.766666667,3.333333333,3,1.3,1.766666667,2.866666667,2.633333333,1.666666667,1.466666667,1.4,1.2,1.4,1.9,1.833333333,2.333333333,1.966666667
角落,5.733333333,1.666666667,4.5,3.3,2.3,2.1,3.866666667,1.166666667,6.533333333,2.066666667,1.2,1.033333333,1.966666667,1.133333333,2.633333333,1.433333333,1.8,1.366666667,1.466666667,1.233333333,1.166666667,1.3,1.3,1,1.033333333,1.3,3.133333333,2.666666667,1.166666667,2.333333333,2.766666667,1.3,1.4,1.4,1.033333333,3.3,2.333333333,2.266666667,1.866666667,1.733333333,1.666666667,1.233333333,1.266666667,1.6,1.533333333,2.533333333,1.4,1.566666667,1.933333333,1.666666667,1.366666667,1.733333333,1.366666667,1.266666667
搅拌,6.1,1.766666667,2.266666667,3.633333333,4.433333333,2.466666667,4.6,3.766666667,3.266666667,0,1.366666667,5.4,4.1,2.633333333,1.933333333,3.933333333,2,1.566666667,2.433333333,3.3,1.666666667,3.066666667,3.366666667,1.333333333,5.6,1.466666667,4.366666667,2.066666667,1.866666667,2.433333333,4.7,3.433333333,1.566666667,1.433333333,2.433333333,1.833333333,5.166666667,5.233333333,4,4.133333333,1.433333333,2.733333333,1.533333333,2.3,1.9,1.3,1.366666667,1.266666667,1.2,1.3,2.133333333,2.266666667,2.066666667,1.333333333
叫,5,1.966666667,2.166666667,1.766666667,1.666666667,2.1,4,2.733333333,2.2,0,5.066666667,3.866666667,1.533333333,1.9,1.666666667,1.766666667,1.533333333,2.033333333,4.933333333,4.7,2.633333333,1.1,1.033333333,5.766666667,1.166666667,1.033333333,4.7,1.733333333,1.466666667,1.633333333,3.766666667,2.133333333,1.866666667,1.033333333,1.9,1.366666667,6.2,3.066666667,3,3.166666667,4.1,3.433333333,1.666666667,2.1,1.633333333,1.7,2.033333333,2.033333333,1.7,2.333333333,2.1,3.066666667,5.466666667,3.333333333
教堂,6.533333333,3.833333333,2.333333333,4.3,3.533333333,4.9,1.933333333,1.133333333,6.866666667,5.6,1.866666667,1.4,2.233333333,1.5,2.766666667,1.266666667,5.8,1.366666667,2.866666667,3.2,3.333333333,1.7,1.766666667,1.833333333,1.766666667,1.466666667,2.066666667,6.133333333,1.2,4.933333333,1.8,1.433333333,1.466666667,1.566666667,1.3,5.4,1.766666667,4.2,2.833333333,4.6,3.3,1.666666667,2.666666667,3.033333333,2.666666667,1.866666667,1.433333333,1.466666667,1.6,1.633333333,1.966666667,1.666666667,2.7,1.766666667
教徒,5.7,2.466666667,2.5,2.4,2.3,2.866666667,2.8,2.5,4.033333333,3.6,6.866666667,6.966666667,1.7,3.733333333,1.5,1.966666667,3.633333333,1.533333333,2.6,3.233333333,2.7,1.433333333,1.5,1.7,1.6,1.966666667,1.566666667,1.5,2.033333333,4.033333333,1.733333333,1.7,1.9,1.433333333,1.3,4.066666667,1.966666667,4.766666667,3.566666667,5.4,3.2,3.333333333,3.8,2.133333333,1.766666667,1.8,1.933333333,2.333333333,2.266666667,1.9,2.066666667,1.4,2.3,1.766666667
教育,4.866666667,2.466666667,1.733333333,2.033333333,2,3.033333333,2.466666667,1.533333333,4.033333333,0,1.933333333,2.133333333,1.766666667,1.633333333,1.3,1.866666667,1.833333333,1.166666667,2.866666667,2.2,1.733333333,1.033333333,1.233333333,2.266666667,1.9,1.4,3.6,2.566666667,1.666666667,3.633333333,3.466666667,2.266666667,1.633333333,1.3,3.333333333,4.8,2,4.5,4.633333333,5.866666667,5.7,5.4,4.966666667,5.733333333,3.766666667,1.366666667,1.433333333,1.333333333,1.2,1.4,4.6,5.2,3.066666667,2.133333333
接受,4.333333333,1.8,1.966666667,1.833333333,1.9,2.5,2.8,1.8,3.1,0,1.733333333,2,1.8,1.433333333,1.433333333,1.766666667,1.5,1.266666667,1.5,1.533333333,1.066666667,1.166666667,1.233333333,1.466666667,1.5,1.366666667,3.4,1.9,1.5,1.466666667,2.8,2.7,1.333333333,1.166666667,1.366666667,2.066666667,4.9,3.9,3.9,4.433333333,3.533333333,4.5,3.433333333,3.533333333,3.533333333,1.4,1.333333333,1.233333333,1.166666667,1.633333333,3.7,3.766666667,2.233333333,1.833333333
接吻,6.366666667,2.433333333,1.7,2.566666667,2.5,2.266666667,4.333333333,2.466666667,3.633333333,0,5.933333333,4.8,5.666666667,3.866666667,1.3,2.666666667,1.766666667,1.166666667,2.166666667,2.6,1.7,2.1,3.033333333,5.866666667,2.033333333,1.333333333,3.533333333,2.166666667,1.666666667,2.4,6.4,5.7,1.366666667,4.566666667,2.833333333,1.733333333,5.533333333,4.633333333,4,5.133333333,4.233333333,4.2,2.466666667,3.766666667,5.6,1.133333333,1.3,1.333333333,1.233333333,2.2,3.8,2.533333333,4.966666667,4.966666667
揭露,4.933333333,1.966666667,2.5,2.1,2.233333333,2.7,2.733333333,1.9,2.633333333,0,2.166666667,2.3,1.866666667,1.433333333,1.833333333,1.7,1.666666667,1.866666667,2.366666667,2.266666667,1.2,1.066666667,1.233333333,2.6,1.833333333,1.166666667,2.366666667,2.033333333,1.733333333,1.8,2.733333333,1.866666667,1.733333333,1.033333333,1.2,1.8,4.533333333,4.9,5.366666667,6.1,5.1,3.166666667,3.966666667,3.366666667,1.966666667,2.7,2.633333333,2.066666667,2.7,3.933333333,4.666666667,1.8,4.466666667,3.633333333
节目,5.6,3.466666667,1.966666667,2.133333333,1.7,2.033333333,2.8,1.6,4.8,3.7,2,1.3,1.2,1.333333333,1.233333333,1.6,1.333333333,1.3,3.9,3.533333333,3.9,1.233333333,1,2.433333333,2.166666667,1.666666667,3.266666667,1.233333333,1.266666667,2.966666667,2.6,1.266666667,1.433333333,1.433333333,5.3,2.466666667,3.466666667,4.433333333,3.433333333,4.733333333,4,1.866666667,3.633333333,3.433333333,4.2,2.033333333,1.9,1.5,1.3,1.9,2.6,2.366666667,3.933333333,3.4
结婚,6.1,3.666666667,1.6,3.133333333,2.233333333,3.4,2.5,1.966666667,3.133333333,0,2.6,3.366666667,2.233333333,2.333333333,1.233333333,1.766666667,2.033333333,1.166666667,3.833333333,3,2.566666667,1.733333333,1.866666667,2.066666667,2,2.133333333,2.066666667,2.566666667,2.633333333,5.066666667,3.6,3.266666667,1.666666667,4.9,2.9,2.866666667,3.933333333,5.833333333,5.133333333,6.066666667,3.8,3.233333333,3.666666667,4,5.733333333,1.4,1.433333333,1.233333333,1.533333333,1.966666667,5.3,3.766666667,4.766666667,4.866666667
解决,4.2,1.8,1.766666667,1.833333333,2,2.633333333,2.966666667,2.166666667,2.7,0,1.366666667,2.033333333,1.633333333,1.366666667,1.366666667,1.766666667,1.6,1.3,1.533333333,1.433333333,1.1,1.166666667,1.066666667,1.4,1.6,1.3,3.1,2.133333333,1.733333333,1.533333333,3,1.966666667,1.566666667,1.266666667,1.333333333,2.266666667,4.4,4.9,4.833333333,5.033333333,3.833333333,4.9,4.466666667,5.266666667,4.7,1.266666667,1.233333333,1.266666667,1.133333333,1.466666667,4.533333333,4.166666667,2.9,2.333333333
解释,4.733333333,1.566666667,1.933333333,1.733333333,1.7,2.133333333,3.4,1.933333333,3.333333333,0,3.6,2.833333333,1.3,1.433333333,1.233333333,1.866666667,1.366666667,1.266666667,2.9,3.1,1.366666667,1.033333333,1.1,4.2,1.4,1.066666667,3.366666667,2.1,1.366666667,1.566666667,2.766666667,1.6,1.633333333,1.1,1.4,2.166666667,4.8,3.766666667,3.833333333,5.966666667,6.6,4.233333333,4.966666667,4.033333333,2.4,1.433333333,1.733333333,1.8,1.233333333,1.866666667,3.1,3.366666667,2.766666667,2.333333333
介绍,5,1.8,2.066666667,1.633333333,1.633333333,2.4,2.866666667,2.2,3.1,0,3.066666667,2.4,1.633333333,1.266666667,1.366666667,1.7,1.833333333,1.233333333,2.9,3.066666667,1.266666667,1.133333333,1.133333333,3.933333333,1.666666667,1.233333333,3.066666667,2.066666667,1.466666667,1.833333333,3.166666667,2.1,1.4,1.4,1.6,1.9,5,3.133333333,3.333333333,5.366666667,6.466666667,3.966666667,3.233333333,3.533333333,2.9,1.266666667,1.166666667,1.266666667,1.166666667,1.5,2.7,2.866666667,3.1,1.966666667
界限,3.333333333,2.4,2.166666667,2.233333333,2,1.933333333,3.033333333,1.3,4.9,1.633333333,1.233333333,1.2,1.166666667,1.133333333,1.333333333,1.633333333,1.266666667,1.2,1.1,1.066666667,1,1.033333333,1,1.1,1.333333333,1.166666667,2.5,1.866666667,1.1,1.766666667,2.1,1.566666667,1.4,1.4,1.2,2.933333333,2.866666667,4.066666667,3.666666667,3.7,2.566666667,1.666666667,2.566666667,2.6,2.033333333,1.8,1.766666667,1.6,1.466666667,1.733333333,2.2,2.866666667,2.4,1.533333333
借口,2.866666667,1.966666667,2.5,1.666666667,1.5,1.4,3.666666667,1.433333333,4.366666667,1.766666667,1.3,1.233333333,1.033333333,1.133333333,1.366666667,1.8,1.233333333,1.466666667,2.1,1.5,1.133333333,1,1,2.366666667,1.066666667,1.1,3.166666667,1,1.066666667,1.566666667,2.133333333,1.433333333,1.5,1.3,1.233333333,1.633333333,4.233333333,5.233333333,4.733333333,5.4,4.766666667,2.566666667,4.633333333,2,1.366666667,2.366666667,4.2,3.433333333,1.7,2.766666667,3.2,2.1,2.166666667,3.1
借债,4.633333333,1.333333333,3.1,1.6,1.6,2.466666667,2.766666667,1.666666667,3.533333333,0,1.866666667,2.133333333,1.566666667,1.333333333,1.733333333,1.966666667,1.9,1.833333333,2.1,2.166666667,1.066666667,1.066666667,1.033333333,2.066666667,1.9,1.366666667,2.066666667,1.9,1.766666667,2.4,2.9,2.466666667,1.533333333,1.533333333,2.233333333,2.5,4.033333333,5.066666667,4.866666667,6.066666667,3.5,1.6,2.666666667,1.733333333,1.266666667,3.633333333,3.433333333,4.4,3,2.333333333,4.333333333,1.5,3.3,2.666666667
紧张,3.9,1.566666667,2.966666667,2.066666667,1.966666667,1.7,2.766666667,1.9,2.666666667,0,3.766666667,2.333333333,1.733333333,1.666666667,1.966666667,1.366666667,1.6,2.666666667,1.766666667,3.6,2.433333333,1.066666667,1.133333333,4.633333333,2.533333333,2.833333333,0,1,1.1,1.266666667,1.3,1.4,1.3,1.066666667,1.333333333,1.266666667,5.033333333,0,4.333333333,4.066666667,4.9,2.966666667,5.633333333,1.7,1.6,2.666666667,2.5,2.6,3.8,2.633333333,4.3,1.933333333,3.866666667,5
进攻,5.566666667,2.133333333,2.266666667,2.333333333,2.733333333,3.766666667,2.066666667,3.733333333,2.133333333,0,2.033333333,4.766666667,2.233333333,2.233333333,1.5,1.766666667,2.866666667,3.3,3.966666667,3.066666667,1.6,1.033333333,1.1,1.466666667,2.833333333,3.5,2.266666667,4.133333333,4.733333333,2.366666667,3.4,3.1,2.333333333,1.233333333,1.866666667,2.366666667,4.7,5.3,6,5.233333333,3.4,2.133333333,2.766666667,2.166666667,1.966666667,2.3,3.133333333,2.633333333,3.3,3.066666667,4.833333333,1.6,4.366666667,4.533333333
晋升,4.9,2.7,1.666666667,2.066666667,1.933333333,2.6,2.666666667,1.933333333,3.266666667,0,1.866666667,1.8,1.266666667,1.833333333,1.3,1.666666667,1.7,1.166666667,1.733333333,1.566666667,1.3,1.166666667,1.033333333,1.4,1.233333333,1.266666667,2.366666667,1.666666667,2.533333333,2.266666667,2.4,1.866666667,1.9,1.266666667,1.433333333,2.933333333,3.833333333,5.333333333,4.8,5.766666667,3,3.566666667,3.033333333,5.233333333,5.966666667,1.1,1.233333333,1.333333333,1.133333333,2.433333333,4.4,2.633333333,3.933333333,4.166666667
经济,2.866666667,2.566666667,1.933333333,1.7,1.5,2.566666667,2.3,1.833333333,3.933333333,2.7,1.233333333,1.233333333,1.033333333,1.333333333,1.3,1.266666667,1.466666667,1.266666667,1.366666667,1.1,1.033333333,1,1,1.2,1.333333333,1.2,2.666666667,1.1,1.433333333,1.433333333,2.733333333,1.433333333,1.3,1.233333333,1.433333333,4.433333333,1.833333333,3.533333333,4.366666667,4.833333333,3.066666667,2.433333333,3.066666667,4.366666667,2.933333333,1.633333333,1.933333333,1.366666667,1.366666667,1.833333333,3.233333333,4,2.5,2.5
